com.affymetrix.igb.Application.Runnable_1,1,7.0
com.affymetrix.igb.util.JTableCutPasteAdapter.AbstractAction_0,1,8.0
com.affymetrix.igb.view.load.GeneralLoadView.Runnable_5,1,9.0
com.affymetrix.igb.view.DataLoadPrefsView.DefaultTableCellRenderer,1,9.0
com.affymetrix.igb.Application,3,47.0
com.affymetrix.igb.das.DasFeatureLoader,3,59.0
com.affymetrix.genometryImpl.util.QueryBuilder,1,22.0
com.affymetrix.genoviz.util.FileDropHandler,1,32.0
com.affymetrix.genometryImpl.das2.Das2VersionedSource,10,322.0
com.affymetrix.genometryImpl.general.GenericServer,4,179.0
com.affymetrix.genometryImpl.quickload.QuickLoadServerModel,5,272.0
com.affymetrix.igb.view.load.GeneralLoadUtils,10,545.0
com.affymetrix.genometryImpl.symloader.BNIB,1,66.0
com.affymetrix.igb.prefs.PrefsLoader,2,172.0
com.affymetrix.igb.view.load.FeatureTreeView.FeatureTreeCellRenderer,1,96.0
com.affymetrix.genometryImpl.general.FeatureRequestSym,2,215.0
com.affymetrix.genometryImpl.das2.Das2ServerInfo,2,274.0
com.affymetrix.genometryImpl.parsers.BrsParser,2,289.0
com.affymetrix.igb.bookmarks.Bookmark,1,145.0
com.affymetrix.genometryImpl.parsers.CytobandParser,1,170.0
com.affymetrix.genometryImpl.parsers.Das2FeatureSaxParser,3,579.0
com.affymetrix.genometryImpl.parsers.graph.WiggleParser,1,222.0
com.affymetrix.igb.IGB,2,498.0
com.affymetrix.genometryImpl.util.GeneralUtils,1,264.0
com.affymetrix.igb.glyph.GenericAnnotGlyphFactory,1,315.0
com.affymetrix.igb.view.SeqMapView,2,1326.0
com.affymetrix.genometryImpl.util.ServerUtils,1,743.0
com.affymetrix.igb.IGB.Runnable_3,0,10.0
com.affymetrix.igb.IGB.Runnable_1,0,4.0
com.affymetrix.genoviz.widget.neoseq.WrapAnnot,0,21.0
com.affymetrix.genometryImpl.style.IAnnotStyleExtended,0,13.0
com.affymetrix.igb.stylesheet.AssociationElement,0,102.0
com.affymetrix.igb.view.BookmarkManagerView.AbstractAction_2,0,6.0
com.affymetrix.genoviz.glyph.SquiggleGlyph,0,58.0
com.affymetrix.igb.view.BookmarkManagerView.AbstractAction_4,0,20.0
com.affymetrix.igb.view.BookmarkManagerView.AbstractAction_5,0,26.0
com.affymetrix.igb.util.IGBAuthenticator.AuthType,0,1.0
com.affymetrix.genometry.servlets.GZIPFilter,0,22.0
com.affymetrix.igb.view.external.UCSCView,0,29.0
com.affymetrix.igb.view.load.FeatureTreeView.Runnable,0,5.0
genoviz.tutorial.SimpleMap4.WindowAdapter,0,10.0
com.affymetrix.igb.IGB.AbstractAction,0,4.0
com.affymetrix.genometryImpl.parsers.useq.apps.USeq2Text,0,85.0
com.affymetrix.genometryImpl.parsers.graph.ScoredIntervalParserTest,0,65.0
com.affymetrix.igb.prefs.PreferencesPanel.AbstractAction_5,0,4.0
com.affymetrix.igb.prefs.PreferencesPanel.AbstractAction_2,0,14.0
com.affymetrix.igb.prefs.KeyStrokeEditPanel.ActionListener,0,4.0
com.affymetrix.igb.view.DataLoadPrefsView.ActionListener_1,0,21.0
com.affymetrix.genometry.AnnotatedBioSeq,0,4.0
com.affymetrix.igb.view.SimpleGraphTab.GraphStyleSetter.Runnable,0,26.0
genoviz.tutorial.RoundedRect,0,12.0
com.affymetrix.genoviz.parser.PhredParser,0,55.0
com.affymetrix.genoviz.datamodel.SequenceI,0,20.0
com.affymetrix.igb.view.load.FeaturesTableModel,0,136.0
com.affymetrix.genometryImpl.event.GenericServerInitListener,0,3.0
com.affymetrix.igb.view.TierPrefsView.ActionListener_1,0,9.0
com.affymetrix.genoviz.pack.AbstractCoordPacker,0,89.0
com.affymetrix.igb.glyph.EfficientLabelledGlyph,0,182.0
com.affymetrix.genometry.span.MutableDoubleSeqSpan,0,44.0
com.affymetrix.genometryImpl.util.UrlToFileName,0,53.0
com.affymetrix.igb.view.WebLinksManagerView.AbstractAction_1,0,4.0
com.affymetrix.igb.view.WebLinksManagerView.AbstractAction_0,0,4.0
com.affymetrix.genoviz.tiers.DefaultIAnnotStyle,0,75.0
com.affymetrix.igb.view.WebLinksManagerView.AbstractAction_4,0,11.0
com.affymetrix.genoviz.datamodel.Sequence,0,197.0
com.affymetrix.genometryImpl.parsers.useq.data.RegionScoreData,0,289.0
com.affymetrix.igb.view.SimpleGraphTab.GraphStyleSetter,0,16.0
com.affymetrix.igb.menuitem.LoadFileAction.SwingWorker,0,16.0
com.affymetrix.genometry.symmetry.MutableSingletonSeqSymmetry,0,53.0
com.affymetrix.genoviz.event.NeoRubberBandListener,0,3.0
com.affymetrix.igb.tiers.SeqMapViewPopup.AbstractAction_1,0,4.0
com.affymetrix.igb.tiers.SeqMapViewPopup.AbstractAction_0,0,9.0
com.affymetrix.genometry.symmetry.SimpleDerivedSeqSymmetry,0,17.0
com.affymetrix.igb.symloader.QuickLoad.SwingWorker,0,24.0
com.affymetrix.igb.prefs.PreferencesPanel.ComponentAdapter_0,0,5.0
org.bioviz.protannot.Actions.AbstractAction_6,0,9.0
com.affymetrix.genometryImpl.util.LoadUtils.LoadStrategy.LoadStatus.ServerType,0,14.0
com.affymetrix.genoviz.glyph.AxisGlyph,0,670.0
com.affymetrix.genometryImpl.util.MenuUtil,0,56.0
com.affymetrix.igb.view.external.ExternalViewer,0,34.0
com.affymetrix.igb.view.UnibrowHairline,0,48.0
com.affymetrix.genometryImpl.IndexedSingletonSym,0,45.0
com.affymetrix.genoviz.event.NeoPaintListener,0,3.0
com.affymetrix.genometryImpl.parsers.useq.data.PositionScoreTextData,0,190.0
com.affymetrix.genometry.seq.CompositeNegSeq,0,49.0
com.affymetrix.genoviz.widget.NeoMapI,0,36.0
com.affymetrix.genometryImpl.parsers.das.DASFeatureParser.Elements,0,3.0
com.affymetrix.igb.action.PrintFrameAction,0,18.0
com.affymetrix.igb.tiers.TierArithmetic,0,201.0
com.affymetrix.genometryImpl.util.CacheScript.SwingWorker,0,11.0
com.affymetrix.igb.glyph.GraphVisibleBoundsSetter.WindowAdapter,0,7.0
com.affymetrix.genometryImpl.parsers.BsnpParser,0,202.0
com.affymetrix.genometryImpl.IndexedSym,0,6.0
com.affymetrix.genoviz.pack.FasterExpandPacker,0,176.0
genoviz.demo.TieredMapDemo.WindowAdapter,0,6.0
com.affymetrix.genometry.seq.SimpleAnnotatedBioSeq,0,67.0
com.affymetrix.genoviz.widget.neoseq.WrapSequence,0,334.0
com.affymetrix.genometryImpl.das2.SimpleDas2Type,0,29.0
com.affymetrix.igb.util.GraphGlyphUtils,0,108.0
genoviz.demo.NeoQuallerDemo,0,275.0
org.bioviz.protannot.Actions.AbstractAction_9,0,5.0
com.affymetrix.genometryImpl.parsers.graph.GrParser.Swapper,0,9.0
org.bioviz.protannot.Actions.AbstractAction_4,0,7.0
com.affymetrix.genometryImpl.parsers.useq.data.Region,0,80.0
org.bioviz.protannot.Actions.AbstractAction_0,0,7.0
org.bioviz.protannot.Actions.AbstractAction_2,0,7.0
com.affymetrix.genoviz.swing.threads.FutureResult.Runnable,0,9.0
com.affymetrix.igb.bookmarks.BookmarkListEditor.AbstractAction_0,0,8.0
com.affymetrix.genometryImpl.util.SynonymLookupTest,0,135.0
com.affymetrix.igb.event.UrlLoaderThread,0,385.0
com.affymetrix.genoviz.datamodel.ReadConfidence,0,75.0
genoviz.tutorial.TutorialQualler.WindowAdapter,0,9.0
com.affymetrix.igb.menuitem.BookMarkAction.BookmarkSymmetry,0,6.0
com.affymetrix.genometryImpl.parsers.graph.WiggleData,0,56.0
com.affymetrix.igb.view.SimpleGraphTab.AdvancedGraphPanel.ActionListener_8,0,4.0
com.affymetrix.genometry.util.SeqUtils,0,960.0
com.affymetrix.igb.view.SimpleGraphTab.AdvancedGraphPanel.ActionListener_4,0,4.0
com.affymetrix.genoviz.glyph.ColorSepGlyph,0,25.0
com.affymetrix.genoviz.tiers.TierLabelManager.MouseAdapter,0,55.0
genoviz.tutorial.HairMap.NeoRangeListener,0,6.0
com.affymetrix.genoviz.datamodel.TraceI,0,13.0
com.affymetrix.genoviz.util.Selection,0,99.0
com.affymetrix.igb.view.external.LoaderTest,0,55.0
com.affymetrix.igb.view.WebLinkEditorPanel.ActionListener,0,4.0
com.affymetrix.genometry.seq.SimpleBioSeq,0,64.0
com.affymetrix.genoviz.glyph.MultiLabelRectGlyph,0,78.0
com.affymetrix.igb.view.SeqGroupView,0,135.0
com.affymetrix.genometryImpl.comparator.SeqSymIdComparatorTest,0,23.0
com.affymetrix.genometryImpl.parsers.graph.GrParserTest,0,78.0
com.affymetrix.igb.tiers.AffyTieredMap.AbstractAction_0,0,6.0
com.affymetrix.igb.action.ReportBugAction,0,12.0
com.affymetrix.genoviz.datamodel.AlignTrace,0,65.0
com.affymetrix.genoviz.event.TierEventListener,0,3.0
com.affymetrix.igb.tiers.TierLabelManager.MouseListener,0,59.0
