JHawkDefaultPackage.MyErrorBase,0,1.0,0.0603205964189
org.jikesrvm.opt.OPT_SpaceEffGraphEdge.OPT_VCGEdge.EdgeDesc,0,4.0,0.0322315445963
test.org.jikesrvm.basic.core.threads.TestInterruptAndSpin.Thread,0,5.0,0.0300660959317
org.jikesrvm.opt.ir.OPT_BasicBlockEnumeration,0,4.0,0.0286074628871
JHawkDefaultPackage.D,0,1.0,0.0255511104792
JHawkDefaultPackage.TestRuntimeExec.Thread_2,0,5.0,0.0251637400267
JHawkDefaultPackage.F,0,1.0,0.0240151276651
org.jikesrvm.opt.OPT_SpaceEffGraphNode.OPT_VCGNode.NodeDesc,0,4.0,0.0224224213371
org.jikesrvm.opt.OPT_DF_Operator,0,3.0,0.0183264216864
org.jikesrvm.opt.OPT_SpillCostEstimator,0,15.0,0.0181484565393
JHawkDefaultPackage.X,0,1.0,0.0174427070301
org.jikesrvm.opt.OPT_DF_Solution,0,13.0,0.0148331371514
test.org.jikesrvm.basic.core.threads.TestParallelHardwareTrap.Runnable,0,10.0,0.0121895993553
java.lang.Package.PrivilegedAction,0,10.0,0.0117047830291
org.jikesrvm.opt.ir.OPT_OperandEnumeration,0,3.0,0.0106838996063
org.jikesrvm.scheduler.greenthreads.FileSystem.Callbacks.ExitMonitor,0,9.0,0.00927738765426
org.jikesrvm.opt.ir.OPT_InstructionEnumeration,0,3.0,0.00914630268351
org.jikesrvm.compilers.opt.dfsolver.DF_Equation.GraphNodeEnumeration_0,0,11.0,0.0091404335183
org.jikesrvm.opt.OPT_CompilationPlan,0,40.0,0.00905317529279
org.jikesrvm.adaptive.database.callgraph.PartialCallGraph.UnResolvedWeightedCallTargets.Visitor,0,7.0,0.00849471555538
JHawkDefaultPackage.A,0,3.0,0.00833232255115
org.jikesrvm.opt.ir.OPT_RegisterOperandEnumeration,0,3.0,0.00830596654906
org.jikesrvm.opt.OPT_Priority,0,9.0,0.00824586481281
org.jikesrvm.opt.OPT_VCGNode.NodeDesc,0,9.0,0.00737941598981
org.jikesrvm.opt.OPT_ReverseDFSenumerateByFinish,0,10.0,0.00717324475402
org.jikesrvm.adaptive.runtimeMeasurements.instrumentation.VM_MethodNameFunction,0,10.0,0.00713064422364
org.jikesrvm.adaptive.runtimeMeasurements.instrumentation.VM_StringEventCounterData,0,69.0,0.00706953254669
org.jikesrvm.opt.OPT_OptimizationPlanAtomicElement,0,58.0,0.00686452812653
org.jikesrvm.opt.OPT_GraphNode,0,7.0,0.00671654379215
org.jikesrvm.opt.OPT_GraphNodeEnumeration,0,4.0,0.00667590348322
org.jikesrvm.compilers.opt.bc2ir.BC2IR.BBSet.DummyStackSlot,0,5.0,0.0062331642646
org.jikesrvm.opt.OPT_LiveIntervalElement,0,34.0,0.00622362800578
JHawkDefaultPackage.TestInterfaceB,0,4.0,0.0061216703367
JHawkDefaultPackage.C,0,10.0,0.00607549310579
org.jikesrvm.scheduler.greenthreads.JikesRVMSocketImpl.SocketImplFactory,0,2.0,0.00581638648794
org.jikesrvm.opt.OPT_DepGraph.GraphDesc,0,2.0,0.00581638648794
org.jikesrvm.scheduler.greenthreads.JikesRVMSocketImpl.SocketImplFactory_0,0,2.0,0.00581638648794
org.jikesrvm.opt.OPT_ConvertHIRtoLIR,0,19.0,0.00573422577367
org.jikesrvm.opt.OPT_AnnotatedLSTGraph,0,20.0,0.00566299476036
org.jikesrvm.opt.ir.OPT_HIRInfo,0,13.0,0.00560348303337
JHawkDefaultPackage.temp5,0,3.0,0.00558099979982
org.jikesrvm.opt.OPT_IRPrinter,0,21.0,0.00542527249076
org.jikesrvm.opt.ppc.OPT_PhysicalRegisterTools,0,7.0,0.00541242858872
org.jikesrvm.opt.OPT_InvokeeThreadLocalContext,0,38.0,0.00521205602987
org.jikesrvm.opt.OPT_SpecializationDatabase,0,59.0,0.00515462693257
org.jikesrvm.opt.ir.OPT_BC2IR.BBSet.DummyStackSlot,0,5.0,0.00511252174922
org.jikesrvm.opt.OPT_BitSet,0,26.0,0.00504444432296
JHawkDefaultPackage.temp,0,4.0,0.00497813114391
org.jikesrvm.opt.OPT_Tree,0,55.0,0.00493796905451
org.jikesrvm.scheduler.greenthreads.Uninterruptible.Uninterruptible,0,11.0,0.00485632900408
org.jikesrvm.compilers.opt.dfsolver.DF_Equation.GraphNodeEnumeration,0,13.0,0.00474597749411
org.jikesrvm.opt.ir.OPT_ExceptionHandlerBasicBlockBag,0,27.0,0.00462207116978
org.jikesrvm.opt.OPT_Diamond,0,77.0,0.00458138960301
org.jikesrvm.opt.OPT_GenericStackManager.ScratchRegister,0,19.0,0.00456785364856
org.jikesrvm.opt.OPT_MagicNotImplementedException,0,14.0,0.00455480320761
org.jikesrvm.opt.ir.OPT_BasicBlockOperand,0,16.0,0.00454377176966
org.jikesrvm.opt.OPT_LinearScan,0,81.0,0.004439984328
org.jikesrvm.adaptive.runtimeMeasurements.instrumentation.VM_CounterNameFunction,0,3.0,0.00428987711853
JHawkDefaultPackage.Y,0,1.0,0.00425853367306
JHawkDefaultPackage.MyError,0,1.0,0.00425316310378
org.jikesrvm.opt.ir.OPT_ConvertBCtoHIR,0,25.0,0.0042463065685
org.jikesrvm.opt.OPT_GCP,0,36.0,0.00424515125548
