org.eclipse.jdt.internal.compiler.parser.Parser,4,0.0,155
org.eclipse.jdt.internal.core.TypeParameterElementInfo,0,0.0,8
org.eclipse.jdt.internal.core.AnnotationInfo,0,0.0,5
org.eclipse.jdt.core.util.ClassFileBytesDisassembler,0,0.0,5
org.eclipse.jdt.core.search.TypeNameMatchRequestor,0,0.0,5
org.eclipse.jdt.internal.core.ImportDeclarationElementInfo,0,0.0,4
org.eclipse.jdt.internal.core.InitializerElementInfo,0,0.0,4
org.eclipse.jdt.core.util.OpcodeStringValues,1,0.0,2
org.eclipse.jdt.core.compiler.CategorizedProblem,0,6.0,1.14578854949
org.eclipse.jdt.core.formatter.CodeFormatter,0,3.0,1.01718839756
org.eclipse.jdt.core.dom.ASTMatcher,0,52.0,0.849604460604
org.eclipse.jdt.core.dom.BindingComparator,0,3.0,0.666191148723
org.eclipse.jdt.internal.compiler.codegen.Label,0,3.0,0.529357842633
org.eclipse.jdt.internal.compiler.ast.ASTNode,1,484.0,0.326799450629
org.eclipse.jdt.internal.core.dom.NaiveASTFlattener,0,48.0,0.315852007083
org.eclipse.jdt.core.dom.BindingResolver,0,105.0,0.251651000512
org.eclipse.jdt.internal.core.dom.rewrite.ASTRewriteFlattener,0,92.0,0.245016335758
org.eclipse.jdt.internal.codeassist.select.SelectionNodeFound,0,4.0,0.242311888995
org.eclipse.jdt.internal.compiler.lookup.BlockScope,1,546.0,0.230151982815
org.eclipse.jdt.internal.compiler.lookup.VariableBinding,0,35.0,0.223588995904
org.eclipse.jdt.internal.compiler.ast.ImportReference,0,35.0,0.206772261972
org.eclipse.jdt.internal.compiler.ast.TypeDeclaration,3,624.0,0.204630676744
org.eclipse.jdt.internal.core.OpenableElementInfo,0,6.0,0.203141915224
org.eclipse.jdt.core.dom.Type,0,24.0,0.200641454953
org.eclipse.jdt.internal.core.search.matching.InternalReferenceMatch,1,6.0,0.188852710446
org.eclipse.jdt.internal.core.search.matching.DeclarationOfReferencedMethodsPattern,1,7.0,0.188176235377
org.eclipse.jdt.internal.compiler.parser.SourceTypeConverter,0,209.0,0.155188088719
org.eclipse.jdt.internal.compiler.lookup.MethodScope,1,378.0,0.154016406142
org.eclipse.jdt.internal.core.JavaElement,1,505.0,0.153207004298
org.eclipse.jdt.internal.core.XMLWriter,0,3.0,0.15294783614
org.eclipse.jdt.core.dom.AST,0,804.0,0.151557748086
org.eclipse.jdt.core.ToolFactory,0,63.0,0.142861308548
org.eclipse.jdt.internal.compiler.ast.SingleTypeReference,0,63.0,0.14237323478
org.eclipse.jdt.internal.codeassist.complete.CompletionNodeDetector,0,29.0,0.141858759976
org.eclipse.jdt.core.dom.SimpleName,0,124.0,0.141518067347
org.eclipse.jdt.internal.core.MemberValuePair,0,26.0,0.139184300386
org.eclipse.jdt.internal.core.util.Messages,1,6.0,0.134881964275
org.eclipse.jdt.internal.core.NullBuffer,0,3.0,0.132772449661
org.eclipse.jdt.internal.core.search.matching.PackageDeclarationPattern,1,17.0,0.131847485821
org.eclipse.jdt.internal.core.dom.rewrite.ASTRewriteAnalyzer,2,907.0,0.122605743767
org.eclipse.jdt.internal.compiler.lookup.LocalVariableBinding,0,177.0,0.122512387351
org.eclipse.jdt.internal.compiler.lookup.FieldBinding,3,251.0,0.121093737476
org.eclipse.jdt.core.search.FieldDeclarationMatch,0,3.0,0.117315141063
org.eclipse.jdt.internal.compiler.ast.Argument,0,132.0,0.115775387827
org.eclipse.jdt.core.JDTCompilerAdapter,0,21.0,0.108312388708
org.eclipse.jdt.core.dom.SimplePropertyDescriptor,0,14.0,0.103157381034
org.eclipse.jdt.core.dom.CompilationUnit,0,344.0,0.101070422425
org.eclipse.jdt.internal.compiler.lookup.MethodBinding,3,724.0,0.0964018329937
org.eclipse.jdt.core.dom.Modifier,0,96.0,0.0942184633656
org.eclipse.jdt.internal.core.ClassFile,0,549.0,0.0939384451213
org.eclipse.jdt.internal.compiler.lookup.PackageBinding,4,136.0,0.0932219268855
org.eclipse.jdt.core.dom.ASTParser,1,426.0,0.0904762782732
org.eclipse.jdt.core.search.PackageDeclarationMatch,0,3.0,0.0879863557972
org.eclipse.jdt.core.dom.MethodBinding,0,290.0,0.0831647485068
